Neighborhood,City,State,med_2011,med_2014
Twin Lakes,Las Vegas,NV,650.0,675.0
East Village,Long Beach,CA,950.0,1100.0
Rose Park,Salt Lake City,UT,,1250.0
Stapleton,New York,NY,,2200.0
Maple Leaf,Seattle,WA,1275.0,1400.0
Georgetown,New York,NY,1600.0,1745.0
Schiller Park,Buffalo,NY,,
Flowing Wells,Tucson,AZ,,675.0
Montopolis,Austin,TX,,
Five Points,El Paso,TX,,595.0
Downtown,Riverside,CA,900.0,1095.0
Power Ranch,Gilbert,AZ,,1295.0
Canton,Baltimore,MD,1780.0,1987.0
Stonestown,San Francisco,CA,2250.0,2649.0
Highland Square,Akron,OH,,650.0
Sellwood-Moreland,Portland,OR,,1500.0
Elmhurst,Providence,RI,950.0,1500.0
Sheffield Neighbors,Chicago,IL,1650.0,1995.0
Eastmoor,Columbus,OH,,675.0
Brookville,New York,NY,1600.0,1400.0
Pine Point,Springfield,MA,,1100.0
North Deering,Portland,ME,,
Love Field Area,Dallas,TX,899.0,1035.0
Olde Torrance,Torrance,CA,,1695.0
Potrero Hill,San Francisco,CA,,3950.0
Forestville,Cincinnati,OH,815.0,
East Hyde Park,Chicago,IL,1150.0,1245.0
Mill Creek,Philadelphia,PA,1500.0,1500.0
Elmwood,Providence,RI,,1025.0
Brightmoor,Detroit,MI,,700.0
Old Town,Chicago,IL,1760.0,1900.0
Upper Baseline,Little Rock,AR,,
Leimert Park,Los Angeles,CA,1550.0,1900.0
Murray Hill,New York,NY,2600.0,3150.0
Northwest Crossing,San Antonio,TX,,1000.0
North East,Hartford,CT,650.0,900.0
Normal Heights,San Diego,CA,900.0,1195.0
Glendale - Heather Downs,Toledo,OH,724.0,
South Collinwood,Cleveland,OH,,
Crestview,Los Angeles,CA,,1550.0
Franklin Park,Detroit,MI,,675.0
West 7th,Saint Paul,MN,970.0,1099.0
Forest Hills,Cleveland,OH,,
Kashmere Gardens,Houston,TX,,775.0
La Sierra Acres,Riverside,CA,,1475.0
Highland Park,San Antonio,TX,,650.0
Rosemont,Fort Worth,TX,,
Garrison Park,Austin,TX,950.0,1045.0
North Oakland,Pittsburgh,PA,1175.0,
Heron Walk,Nashville,TN,660.0,
Pittman,Henderson,NV,815.0,875.0
Ocean Crest,San Diego,CA,,2500.0
Rossville,New York,NY,,2650.0
North Panhandle,San Francisco,CA,2495.0,3500.0
Haight-Ashbury,San Francisco,CA,1700.0,2800.0
Six Forks,Raleigh,NC,895.0,1100.0
East Forest Park,Springfield,MA,,
Fairview,Hayward,CA,,
Eagle River Valley,Anchorage,AK,,1995.0
Mission Terrace,San Francisco,CA,,
Lackland Terrace,San Antonio,TX,,
Arlington,Riverside,CA,,1215.0
Terrace,San Bernardino,CA,,1295.0
Mount Pleasant,Providence,RI,,900.0
Brookside,Stockton,CA,1245.0,1500.0
East Colfax,Denver,CO,845.0,1020.0
Chestnut Hill,Philadelphia,PA,1119.0,1195.0
Union Miles Park,Cleveland,OH,,
Hunters Point,New York,NY,2650.0,2800.0
University Heights,Newark,NJ,,
Seventh Ward,New Orleans,LA,,850.0
Asylum Hill,Hartford,CT,729.0,800.0
Hegewisch,Chicago,IL,,1050.0
College East,San Diego,CA,1275.0,3200.0
Bridle Trails,Bellevue,WA,1365.0,1650.0
Baymeadows,Jacksonville,FL,804.0,979.0
Sabre Springs,San Diego,CA,2000.0,1975.0
Mount Tabor,Portland,OR,,
Forest,Buffalo,NY,,
Foxhill,Hampton,VA,1250.0,1295.0
Red Hook,New York,NY,1650.0,3000.0
Congress Park,Denver,CO,,1000.0
Lower Roseville,Newark,NJ,,1100.0
Rio Bravo,Bakersfield,CA,,864.0
Indian Hills-Stonewall Estates-Monticello,Lexington,KY,,
Southeast Torrance,Torrance,CA,,
Fox Creek,Stockton,CA,,950.0
Paradise Hills,Henderson,NV,,1425.0
Brooklyn,Baltimore,MD,675.0,900.0
Turtle Rock,Irvine,CA,2900.0,2825.0
University Area,Anchorage,AK,,
Huguenot,New York,NY,,1200.0
Carrick,Pittsburgh,PA,,695.0
"Jenkins, Pinecroft Subdivision",Shreveport,LA,,
Old Fourth Ward,Atlanta,GA,1035.0,1313.0
Mission Valley East,San Diego,CA,1670.0,1900.0
Vineyard,Glendale,CA,,
Kensington,Buffalo,NY,,
Mission Bay Park,San Diego,CA,1500.0,1999.0
Midtown,Palo Alto,CA,,3295.0
Marcy Holmes,Minneapolis,MN,1000.0,2250.0
Fernwood,Chicago,IL,,1500.0
Kingman Park,Washington,DC,1450.0,1995.0
Midland Beach,New York,NY,,1600.0
Stone Oak,San Antonio,TX,1095.0,1405.0
Roscoe Village,Chicago,IL,1395.0,1750.0
Jomacha-Lomita,San Diego,CA,,
Rancho West,San Bernardino,CA,,
Historic Midtown,Wichita,KS,,
Kingsgate,Kirkland,WA,999.0,2195.0
Great Neck Village,Great Neck,NY,,2950.0
Westside,Santa Barbara,CA,,
Ballantyne West,Charlotte,NC,1000.0,1425.0
Rose Park,Long Beach,CA,975.0,1200.0
North End,Boston,MA,2000.0,2450.0
Fairlington-Shirlington,Arlington,VA,1900.0,2150.0
North Queen Anne,Seattle,WA,1320.0,1550.0
Montclaire South,Charlotte,NC,600.0,900.0
Oak Creek,Irvine,CA,1950.0,2265.0
Park Hill,New York,NY,,
Burnside,Chicago,IL,,925.0
Jackson Triangle,Hayward,CA,1099.0,
Merle Hay,Des Moines,IA,,650.0
Mandarin,Jacksonville,FL,,1500.0
Clairemont Mesa West,San Diego,CA,,
West Meadows,Tampa,FL,1050.0,1300.0
East Falls,Philadelphia,PA,1250.0,1295.0
Pomonok,New York,NY,1700.0,1880.0
Old Louisville,Louisville,KY,519.0,550.0
Budlong Woods,Chicago,IL,935.0,1250.0
Reservorir,Lexington,KY,670.0,695.0
Airport,Riverside,CA,,1295.0
Tam O'Shanter,Stockton,CA,,1075.0
Oakley,Cincinnati,OH,1100.0,1350.0
Los Angeles Heights - Keystone,San Antonio,TX,,799.0
Portsmouth,Portland,OR,,1025.0
Highlands,Jacksonville,FL,630.0,890.0
Highland Hills,Henderson,NV,1100.0,1250.0
Richmond Town,New York,NY,,1995.0
South Arroyo,Pasadena,CA,2249.0,3200.0
Southwest Ada County Alliance,Boise,ID,,
Ruby Hill,Denver,CO,,
College Hill,Providence,RI,1300.0,1300.0
Eagle River,Anchorage,AK,,1800.0
East Rock,New Haven,CT,1100.0,1300.0
Eastlake Greens,Chula Vista,CA,,2150.0
Frog Hollow,Hartford,CT,950.0,900.0
Warm Springs,Fremont,CA,,
Sunset Hills,Reston,VA,2100.0,2100.0
Churchill Area,Eugene,OR,,950.0
Prince's Bay,New York,NY,,1000.0
Beverly,Toledo,OH,,
Los Altos,Long Beach,CA,,
Tottenville,New York,NY,,1700.0
Ingleside,San Francisco,CA,,
Verdugo Viejo,Glendale,CA,1750.0,1925.0
West Colfax,Denver,CO,700.0,
Cudell,Cleveland,OH,,
Wiehle Ave - Reston Pky,Reston,VA,1511.0,1750.0
West Kensington,Philadelphia,PA,1400.0,1650.0
Near Northeast,Syracuse,NY,,
Belmont,Dayton,OH,525.0,
Falcon,Colorado Springs,CO,1250.0,1350.0
Parker Lane,Austin,TX,745.0,950.0
College West,San Diego,CA,1125.0,1950.0
Sunnyside,Denver,CO,,1200.0
Florida Center North,Orlando,FL,750.0,850.0
Overtown,Miami,FL,1250.0,1250.0
East Cambridge,Cambridge,MA,2688.0,3000.0
Waterloo,Stockton,CA,,750.0
Cedar-Riverside,Minneapolis,MN,890.0,
American University Park,Washington,DC,2350.0,1850.0
Lake Mohawk,Sparta,NJ,2200.0,2200.0
Neighbors Southwest,Beaverton,OR,850.0,1167.0
Boulevard Heights,Saint Louis,MO,,
Petosky-Otsego,Detroit,MI,,525.0
Wrightwood Neighbors,Chicago,IL,2050.0,2395.0
Yorkmount,Charlotte,NC,670.0,825.0
Moanalua,Honolulu,HI,,
Concordia,Portland,OR,,1795.0
West Bench,Boise,ID,,925.0
Central City,Salt Lake City,UT,1040.0,1125.0
Ohio City - West Side,Cleveland,OH,,
University,Denver,CO,,1450.0
Shearer Hills - Ridgeview,San Antonio,TX,,1195.0
Lyell-Otis,Rochester,NY,,750.0
Deep Creek South,Chesapeake,VA,,1950.0
Lindenwood Park,Saint Louis,MO,,700.0
Southwood Riviera,Torrance,CA,,
North Hills,El Paso,TX,,1300.0
Cherry Avenue,Tucson,AZ,,800.0
Murray Hill,Jacksonville,FL,750.0,750.0
Castle,San Diego,CA,,1100.0
Sans Pareil,Jacksonville,FL,900.0,
Victoria,Riverside,CA,,1675.0
Avenues West,Milwaukee,WI,853.0,
Mustang-Padre Island,Corpus Christi,TX,1250.0,1600.0
Rose City Park,Portland,OR,,1895.0
Woodhaven,Fort Worth,TX,,591.0
Behind the Rocks,Hartford,CT,750.0,
Barton-McFarland,Detroit,MI,,750.0
Near South,Lincoln,NE,,
North Juanita,Kirkland,WA,1200.0,1320.0
Vista,Boise,ID,650.0,795.0
East Bench,Salt Lake City,UT,,
Wade,Raleigh,NC,995.0,1050.0
Martin Luther King Dr. Area,Shreveport,LA,,489.0
Torrey Pines,San Diego,CA,,
Shaw,Washington,DC,1950.0,2422.0
Irvington,Fremont,CA,1440.0,1950.0
Belltown,Seattle,WA,1600.0,1700.0
Beacon Hill,Boston,MA,1850.0,2550.0
Queensborough,Shreveport,LA,,
Charles Village,Baltimore,MD,850.0,890.0
Oak Park - Northwood,San Antonio,TX,,1400.0
South East,Pasadena,CA,1700.0,1500.0
Mill Park,Portland,OR,,
Park Place,Houston,TX,,
Handley,Fort Worth,TX,,999.0
Midtown West,Stockton,CA,800.0,525.0
North River,Toledo,OH,,
North Park Hill,Denver,CO,,1300.0
Superstition Springs,Mesa,AZ,845.0,924.0
West Meadowbrook,Fort Worth,TX,,
Chinatown,Boston,MA,2495.0,3000.0
Scenic Foothills,Anchorage,AK,,1800.0
North End,Boise,ID,595.0,600.0
Washington School,Long Beach,CA,,1038.0
Southwest Waterfront,Washington,DC,1750.0,2100.0
Beverlywood,Los Angeles,CA,3650.0,1680.0
Oakland,Pittsburgh,PA,1350.0,1000.0
St. Johns,Austin,TX,779.0,840.0
Athmar Park,Denver,CO,,
Glenwood,Glendale,CA,,
Steele Creek,Charlotte,NC,1150.0,1200.0
Evanston,Cincinnati,OH,,825.0
Toluca Lake,Los Angeles,CA,2850.0,2025.0
Van Buskirk,Stockton,CA,,1050.0
Fair Oaks,Stockton,CA,,
Water Catchment Area,West Palm Beach,FL,1100.0,1450.0
Downtown,Cleveland,OH,1080.0,1900.0
Holly,Everett,WA,945.0,1150.0
Douglas Park,Arlington,VA,1925.0,2200.0
Woodstock,Portland,OR,,1195.0
Talmadge,San Diego,CA,995.0,1095.0
Spanos Park East,Stockton,CA,,1475.0
Northside,Riverside,CA,,1500.0
University of Texas,Austin,TX,900.0,
"Airport, Pines Road",Shreveport,LA,620.0,
Indian Orchard,Springfield,MA,,900.0
Phinney Ridge,Seattle,WA,1500.0,1250.0
Eastchester,New York,NY,,1370.0
Cleveland Park,Washington,DC,1900.0,1575.0
Greenridge,New York,NY,,
Villa Park,Denver,CO,,900.0
Hyde Park,Jacksonville,FL,895.0,895.0
Lincoln Park,San Diego,CA,,
Mission Grove,Riverside,CA,1265.0,1550.0
Greenland,Jacksonville,FL,1350.0,1550.0
South Knoxville,Knoxville,TN,620.0,645.0
Edison,Kalamazoo,MI,,695.0
South Central Improvemen,Wichita,KS,,550.0
Isle of Normandy,Miami Beach,FL,,1800.0
Heritage,Fort Worth,TX,,2100.0
Greenhaven,Sacramento,CA,885.0,1040.0
Wilkes,Portland,OR,,
Anderson,Stockton,CA,800.0,750.0
Bear Valley,Denver,CO,,
Lincoln Village West,Stockton,CA,950.0,
Southside Estates,Jacksonville,FL,795.0,925.0
Russell,Louisville,KY,,650.0
West Highland,Denver,CO,,1500.0
Redwood Heights,Oakland,CA,1250.0,
Powderhorn Park,Minneapolis,MN,895.0,
Emerson-Garfield,Spokane,WA,,650.0
Little Italy,New York,NY,3000.0,3450.0
Southland-Deerfield-Open Gates,Lexington,KY,,950.0
Clifton,Cincinnati,OH,,
Temple Crest,Tampa,FL,705.0,950.0
Madisonville,Cincinnati,OH,850.0,895.0
Beechwood,Rochester,NY,,
North Arroyo,Pasadena,CA,,
Oak Forest,Little Rock,AR,,650.0
Windsor Spring,Augusta,GA,,750.0
Golden Hill,San Diego,CA,1095.0,1550.0
Mount Washington,Pittsburgh,PA,900.0,1100.0
Harford-Echodale - Perring Parkway,Baltimore,MD,,850.0
Midtown,Houston,TX,1410.0,1769.0
Trumbull Village,Albuquerque,NM,,450.0
Westwood,Kalamazoo,MI,641.0,860.0
Shipley Terrace,Washington,DC,,
Mesa Hills,El Paso,TX,,
Georgian Acres,Austin,TX,715.0,810.0
West Meade,Nashville,TN,950.0,1150.0
Central Davis,Davis,CA,,2195.0
Mt. Airy,Cincinnati,OH,,
Village East,Aurora,CO,769.0,
Benton Park,Bakersfield,CA,,
South Linden,Columbus,OH,575.0,650.0
Highland,Denver,CO,1375.0,1730.0
Woodland Hills,Cleveland,OH,,
Coulwood West,Charlotte,NC,995.0,1050.0
Falls of Neuse,Raleigh,NC,1195.0,1095.0
West Cambridge,Cambridge,MA,2300.0,2500.0
Willowbrook,Houston,TX,695.0,1175.0
Sierra del Oro,Corona,CA,,2199.0
Rossmoyne,Glendale,CA,,
Rosemoor,Chicago,IL,,900.0
South Park Hill,Denver,CO,,1069.0
Green Lake,Seattle,WA,,1775.0
Downtown East,Las Vegas,NV,,550.0
Willard Hay,Minneapolis,MN,995.0,
Mountain View,Anchorage,AK,,
South Hills,Fort Worth,TX,,
Brightwood,Washington,DC,,1439.0
Pine Hills,Atlanta,GA,1250.0,1400.0
Riverside,Jacksonville,FL,950.0,750.0
Liberty Wells,Salt Lake City,UT,,825.0
South Beaverton,Beaverton,OR,,
Egger Highlands,San Diego,CA,,
Belmont Shore,Long Beach,CA,1700.0,1795.0
Skyline,San Diego,CA,,1800.0
Highland Park,Des Moines,IA,,
Yerdemont,San Bernardino,CA,1095.0,1475.0
Northeast Macfarlane,Tampa,FL,,900.0
Buckman,Portland,OR,1095.0,1295.0
Englewood,Jacksonville,FL,895.0,950.0
Haller Lake,Seattle,WA,,1500.0
Northwest Los Angeles Heights,San Antonio,TX,,
Woodbury,Irvine,CA,1885.0,2050.0
Fort Logan,Denver,CO,,
Riverbend,Columbus,OH,,
Bloomfield,Pittsburgh,PA,1095.0,1200.0
Central Hilltop,Columbus,OH,635.0,600.0
Powelton,Philadelphia,PA,790.0,1249.0
Harvey Park South,Denver,CO,,
Richmond Hill,Augusta,GA,,575.0
Langwood,Houston,TX,580.0,
Delthome,Torrance,CA,,1325.0
Broadview,Seattle,WA,,1750.0
Providence Plantation,Charlotte,NC,,
Campbell Park,Anchorage,AK,,
Plaza Terrace,Tampa,FL,670.0,839.0
Independence Village,Columbus,OH,1000.0,1050.0
Brooklyn Centre,Cleveland,OH,,
Cow Hollow,San Francisco,CA,,3600.0
University of Ohio Akron,Akron,OH,690.0,500.0
Southwest,San Antonio,TX,,
Park West,San Diego,CA,1695.0,1550.0
Elvira,Tucson,AZ,,582.0
Engelwood Park,Orlando,FL,,875.0
Ballantyne East,Charlotte,NC,935.0,1249.0
Manor Park,Washington,DC,,1395.0
Laurelglen,Bakersfield,CA,,1125.0
Central,Minneapolis,MN,,
Mid Central,Pasadena,CA,1800.0,1925.0
University Park,Irvine,CA,2600.0,2275.0
Corridor,San Diego,CA,775.0,1025.0
Bitter Lake,Seattle,WA,1200.0,1295.0
Near Northeast,Washington,DC,1995.0,2300.0
Oak Hill,Jacksonville,FL,875.0,925.0
Grantville,San Diego,CA,1398.0,1920.0
Cliff-Cannon,Spokane,WA,,550.0
Noble Square,Chicago,IL,1795.0,1700.0
Franklinton,Columbus,OH,,
Hilltop,Denver,CO,,1975.0
Midtown,Little Rock,AR,774.0,895.0
Rainbow Hills,San Antonio,TX,682.0,
Riverside,Columbus,OH,765.0,810.0
Clintonville,Columbus,OH,,
Westmont,Everett,WA,,995.0
Westpointe,Salt Lake City,UT,,
Charlotte,Rochester,NY,,
Berkeley,Denver,CO,,1500.0
Sandtown-Winchester,Baltimore,MD,,950.0
Pacific Edison,Glendale,CA,,2536.0
Marshbrooke,Charlotte,NC,750.0,975.0
Otay Ranch Village 1,Chula Vista,CA,1685.0,2189.0
Bel Air,Los Angeles,CA,6350.0,3535.0
Lowry Field,Denver,CO,1000.0,1335.0
Rockaway Beach,New York,NY,,1550.0
South Middle River,Fort Lauderdale,FL,1350.0,1235.0
North Buckhead,Atlanta,GA,1710.0,1705.0
Castleton Corners,New York,NY,,1350.0
Southwest Richardson,Richardson,TX,,
Barton Hills,Austin,TX,1070.0,1460.0
Morningside - Lenox Park,Atlanta,GA,2000.0,
Old Seward-Oceanview,Anchorage,AK,,
Mineral Springs-Rumble Road,Charlotte,NC,797.0,995.0
Toddville Road,Charlotte,NC,750.0,925.0
Glen,Baltimore,MD,,
Thoroughgood,Virginia Beach,VA,,1500.0
Vose,Beaverton,OR,,
Hickory Ridge,Charlotte,NC,775.0,895.0
Beechmont,Louisville,KY,,
Piper Glen Estates,Charlotte,NC,1250.0,1100.0
Roosevelt,Bellingham,WA,750.0,710.0
Downtown,Saint Paul,MN,975.0,1211.0
Airport North,Orlando,FL,825.0,999.0
Creston-Kenilworth,Portland,OR,,945.0
South-West Coconut Grove,Miami,FL,2400.0,3000.0
Quintana Community,San Antonio,TX,,
Edgerton,Rochester,NY,,550.0
East Village,San Diego,CA,2045.0,2350.0
Windsor Terrace,New York,NY,1595.0,2200.0
Natomas Park,Sacramento,CA,,1645.0
Capitol Hill,Salt Lake City,UT,,850.0
West Woodlawn,Chicago,IL,950.0,1100.0
Southwest,Columbus,OH,,
Jewell Heights - Hoffman Heights,Aurora,CO,895.0,1295.0
DMV,San Bernardino,CA,,750.0
Springfield Gardens,New York,NY,1650.0,1500.0
Redwood Village,San Diego,CA,,1400.0
University District,Cleveland,OH,,
Newport Hills,Bellevue,WA,,
Central Oak Park,Saint Petersburg,FL,811.0,800.0
Brentwood,Austin,TX,1195.0,1339.0
Eastland,Columbus,OH,,
Marble Hill,New York,NY,1550.0,1250.0
Craven,Jacksonville,FL,700.0,1197.0
Olympic Hills,Seattle,WA,,1395.0
Carriage Place,Aurora,CO,,
Port Gardner,Everett,WA,995.0,
South Juanita,Kirkland,WA,1299.0,1395.0
Northgate,Columbus,OH,607.0,
West End,Hartford,CT,800.0,795.0
Cheesman Park,Denver,CO,1300.0,945.0
Grymes Hill,New York,NY,,3100.0
Avondale,Cincinnati,OH,,630.0
Behrman,New Orleans,LA,,
Arrochar,New York,NY,,1325.0
North Hampton,Saint Louis,MO,550.0,550.0
Oak Park,Santa Barbara,CA,,1225.0
Greater Harmony Hills,San Antonio,TX,659.0,875.0
Clarendon-Courthouse,Arlington,VA,2315.0,2635.0
Northeast Park Hill,Denver,CO,,
Allandale,Austin,TX,1300.0,1430.0
Chicot West I-30 So.,Little Rock,AR,,
Heninger Park,Santa Ana,CA,,
Bond Hill,Cincinnati,OH,,
Loring Park,Minneapolis,MN,995.0,970.0
Sweetwater,Columbus,OH,,1150.0
Washington Park,Providence,RI,,1575.0
Southside,Augusta,GA,,
Harris-Houston,Charlotte,NC,765.0,600.0
River North,Chicago,IL,2095.0,2198.0
Wedgwood,Seattle,WA,1140.0,
"Country Club Hills, Lakeshore Shopping",Shreveport,LA,,
Loyal Heights,Seattle,WA,,1795.0
Clason Point,New York,NY,,1600.0
Five Points,Raleigh,NC,1195.0,1150.0
Eastside,Santa Barbara,CA,,
Glen Park,San Francisco,CA,,3975.0
Walnut Heights,Columbus,OH,,900.0
Midtown,Detroit,MI,1000.0,
Walnut Village,Irvine,CA,,2680.0
Otay Ranch Village 5,Chula Vista,CA,,2200.0
Adams Point,Oakland,CA,1195.0,1550.0
Palmer Square,Chicago,IL,1395.0,1600.0
Madison South,Portland,OR,799.0,
Santa Clara,Hayward,CA,,1801.0
Downtown,New York,NY,2500.0,2971.0
Everett Mall South,Everett,WA,899.0,
East Springfield,Springfield,MA,,1100.0
Hattontown,Reston,VA,,1800.0
Kenton,Portland,OR,,1300.0
South Beach,New York,NY,,1250.0
Minor,Seattle,WA,1447.0,1490.0
Expo Park,Aurora,CO,,900.0
South Lamar,Austin,TX,932.0,1310.0
Linden Hills,Minneapolis,MN,950.0,1685.0
Bemiss,Spokane,WA,,
Lakewood Village,Long Beach,CA,,
MLK 183,Austin,TX,950.0,
Niles,Fremont,CA,,
Riggs Park,Washington,DC,,1801.0
Westville,New Haven,CT,1070.0,1200.0
Glover Park,Washington,DC,1918.0,1861.0
Telegraph Hill,San Francisco,CA,3000.0,3975.0
Mission-Garin,Hayward,CA,1150.0,
Gleason Park,Stockton,CA,,675.0
Old Town Triangle,Chicago,IL,1450.0,2050.0
Pleasant Ridge,Cincinnati,OH,650.0,550.0
Cherry Creek,Columbus,OH,,
Arrowhead,San Bernardino,CA,,1200.0
Edgewater,Cleveland,OH,595.0,650.0
Quail Lakes - Venetian Bridges,Stockton,CA,975.0,900.0
Moran Prairie,Spokane,WA,,
Forest Hills,Tampa,FL,914.0,1050.0
Upper Hill,Springfield,MA,,950.0
Glenwood,Raleigh,NC,,
Jackson Park,Milwaukee,WI,,
Deerwood,Jacksonville,FL,1050.0,1285.0
Jordan,Minneapolis,MN,945.0,1000.0
Walnut Valley,Little Rock,AR,745.0,850.0
St. Louis Hills,Saint Louis,MO,,650.0
Chinatown,Los Angeles,CA,,2145.0
Family Acres,Lincoln,NE,,
Northside,Cincinnati,OH,,595.0
Rosemont,Orlando,FL,675.0,795.0
Twin Rivers,East Windsor,NJ,,
South Central,Raleigh,NC,,700.0
Riverside,Wichita,KS,550.0,
West Central,Spokane,WA,,575.0
Carondelet,Saint Louis,MO,525.0,575.0
Woodland Acres,Jacksonville,FL,,790.0
Sunbow II,Chula Vista,CA,,
Arlington Hills,Jacksonville,FL,900.0,995.0
Clinton,Oakland,CA,,
Multnomah,Portland,OR,999.0,950.0
Lauderdale Manors,Fort Lauderdale,FL,1500.0,1300.0
Verdugo Woodlands,Glendale,CA,,
Lovejoy,Buffalo,NY,,
Parkwoods,Stockton,CA,,850.0
Somerset,Columbus,OH,,
West Augusta,Augusta,GA,649.0,
University Park,Denver,CO,,905.0
Land Park,Sacramento,CA,,1100.0
University District,Missoula,MT,,895.0
Reservoir,Little Rock,AR,585.0,725.0
Mayfair,Chicago,IL,,950.0
West Sugar Creek-W T Harris Bl,Charlotte,NC,850.0,1000.0
Longwood Manor,Chicago,IL,,
East Ballard,Seattle,WA,,2200.0
Ballard,Seattle,WA,,1790.0
Spice Tract,Bakersfield,CA,,
Loretto,Jacksonville,FL,850.0,1175.0
North Mayfair,Chicago,IL,,
La Mesa,Albuquerque,NM,,500.0
Kingfield,Minneapolis,MN,,1150.0
Mission-Foothill,Hayward,CA,1200.0,1511.0
Cedar Hills,Jacksonville,FL,850.0,895.0
Coldstream Homestead Montebello,Baltimore,MD,1000.0,1000.0
Milwood,Kalamazoo,MI,,
Morena,San Diego,CA,1799.0,2150.0
Mount Scott,Portland,OR,,
South San Pedro,Albuquerque,NM,,650.0
Prospect Park,Minneapolis,MN,1180.0,1500.0
Crystal Springs,Jacksonville,FL,,1200.0
Lyndale,Minneapolis,MN,,
Cherry Hill,Baltimore,MD,,899.0
Stockyards,Cleveland,OH,,
Collister,Boise,ID,,675.0
Mount Pleasant,Newark,NJ,,
Princeton Heights,Saint Louis,MO,,725.0
Old Town,New York,NY,,1600.0
Foster-Powell,Portland,OR,,
Thunderbird Hills,San Antonio,TX,620.0,1275.0
Wilburton,Bellevue,WA,,2100.0
Columbia City,Seattle,WA,,1288.0
Cheswolde,Baltimore,MD,860.0,949.0
Glencliff,Nashville,TN,790.0,
Brookvale,Fremont,CA,1475.0,
Starmount Forest,Charlotte,NC,645.0,700.0
Catholic University,Washington,DC,,
Wellswood,Tampa,FL,609.0,
The Islands,Gilbert,AZ,1350.0,1300.0
Hartford,Providence,RI,,
Broadway-Fillmore,Buffalo,NY,,
East,Columbus,OH,,
St. Anthony,Saint Paul,MN,1132.0,1025.0
Downtown,Austin,TX,1408.0,2195.0
Schorsch Village,Chicago,IL,,
Franklin to the Fort,Missoula,MT,,615.0
Cleveland Heights,Oakland,CA,,1800.0
Virginia Highland,Atlanta,GA,1210.0,1100.0
Silver Lake,Everett,WA,925.0,1155.0
Country Club,New York,NY,,1700.0
Greenfield,Pittsburgh,PA,,
Federal Hill,Providence,RI,999.0,1395.0
Sloan Lake,Denver,CO,,
Brick Church Bellshire,Nashville,TN,,
Lake,San Francisco,CA,,4300.0
West Hill,Albany,NY,,840.0
Woodlawn,New York,NY,,1400.0
Robla,Sacramento,CA,,1195.0
Brookland,Washington,DC,,1650.0
Fair Haven Heights,New Haven,CT,,1400.0
Thompson Community,San Antonio,TX,,
Old Town,Alexandria,VA,1295.0,2100.0
East Ukrainian Village,Chicago,IL,1450.0,2275.0
South Hampton,Saint Louis,MO,,750.0
Sexton Mountain,Beaverton,OR,,
Dayton Triangle,Aurora,CO,,1100.0
Upper Albany,Hartford,CT,,
Lone Mountain,San Francisco,CA,,
Fairview,Anchorage,AK,,
Delaware Avenue,Albany,NY,,945.0
Alki,Seattle,WA,,1395.0
Grant City,New York,NY,,1300.0
Hillyard,Spokane,WA,,785.0
South City Community,Wichita,KS,,650.0
Brighton Heights,Pittsburgh,PA,,
Brighton,Seattle,WA,,
Springdale,Stamford,CT,1500.0,1700.0
Cobble Hill,New York,NY,2400.0,2400.0
Blacow,Fremont,CA,,
SBHS,San Bernardino,CA,,725.0
Tri-Village,Columbus,OH,689.0,780.0
St. Claire-Superior,Cleveland,OH,,
"Allendale, Lakeside",Shreveport,LA,,
Historic Old Northeast,Saint Petersburg,FL,750.0,795.0
Sunnyside,Portland,OR,1049.0,1295.0
Shannon Park,Charlotte,NC,690.0,850.0
Acredale,Virginia Beach,VA,,1350.0
Southgate,Bakersfield,CA,,
Holiday Hill,Jacksonville,FL,900.0,995.0
Grasmere - Concord,New York,NY,,1350.0
Central,San Mateo,CA,,
Downtown,Seattle,WA,1599.0,2100.0
Somerset,Glendale,CA,,
Friendly Area,Eugene,OR,,875.0
Van Steuban,Detroit,MI,,650.0
Western Hills and Yarborough Subdivision,Shreveport,LA,,
Campus Park,Bakersfield,CA,,
Grandale,Detroit,MI,,650.0
Hillcrest,Jacksonville,FL,650.0,845.0
Mid-Westside,Jacksonville,FL,,650.0
Grant Park,Atlanta,GA,1163.0,1350.0
College-Glen,Sacramento,CA,,1450.0
Corbett-Terwilliger-Lair Hill,Portland,OR,1450.0,1525.0
Delta,Everett,WA,,
Old Seminole Heights,Tampa,FL,,990.0
Olneyville,Providence,RI,800.0,800.0
Las Sendas,Mesa,AZ,1745.0,1900.0
South Manchaca,Austin,TX,950.0,1010.0
Margate Park,Chicago,IL,995.0,1100.0
East Bakersfield,Bakersfield,CA,,595.0
Julington Creek,Jacksonville,FL,,1450.0
Hunters Green,Tampa,FL,999.0,1700.0
Hillsdale,Portland,OR,750.0,1195.0
Windsor Hills,Austin,TX,930.0,
Black Mountain,Henderson,NV,950.0,995.0
Dwight,New Haven,CT,,1195.0
Mission San Jose,Fremont,CA,,
Sauganash,Chicago,IL,,1700.0
Borah,Boise,ID,,
Kenwood,Chicago,IL,930.0,1250.0
Blackstone,Providence,RI,1000.0,1200.0
Metro Center,Springfield,MA,,
Five Mile Creek,Dallas,TX,,
North Tampa,Tampa,FL,,800.0
Mill Basin,New York,NY,,1700.0
Plaza-Eastway,Charlotte,NC,,850.0
New Tampa,Tampa,FL,1295.0,1350.0
Seward,Minneapolis,MN,,
